sale_id,date,month,month_name,day_of_week,is_weekend,is_festival_month,festival_name,temperature_celsius,locality,store_type,brand,chocolate_type,unit_price_inr,discount_percent,price_after_discount,quantity_sold,total_revenue_inr,customer_segment,purchase_occasion,payment_mode,customer_satisfaction
SAL01506,2024-03-15,3,March,Friday,0,0,None,34.5,Cantonment,Kirana Store,5 Star,Caramel,10,20,8.0,5,40.0,Working Professional,Office Treat,Cash,4
SAL01507,2024-09-08,9,September,Sunday,1,1,Ganesh Chaturthi,30.7,Shivaji Nagar,Petrol Bunk Shop,KitKat,Wafer,20,15,17.0,9,153.0,Business Owner,Birthday,UPI,4
SAL01508,2024-01-16,1,January,Tuesday,0,1,Sankranti,24.8,Jaganatha Pura,Medical + General,Bournville,Dark,180,15,153.0,7,1071.0,Working Professional,Regular Purchase,Cash,2
SAL01509,2024-02-04,2,February,Sunday,1,0,None,29.4,Ballari Camp,Supermarket,Dairy Milk,Milk,40,10,36.0,5,180.0,Homemaker,Office Treat,UPI,3
SAL01510,2024-10-06,10,October,Sunday,1,1,Dasara,29.0,Santhepet,Bakery,Amul Dark,Dark,55,15,46.75,9,420.75,Homemaker,Gifting,UPI,4
SAL01511,2024-09-15,9,September,Sunday,1,1,Ganesh Chaturthi,29.1,Cantonment,Sweet Shop,Milkybar,White,10,0,10.0,13,130.0,Homemaker,Festival,UPI,2
SAL01512,2024-09-29,9,September,Sunday,1,1,Ganesh Chaturthi,28.8,Jaganatha Pura,Bakery,KitKat,Wafer,20,0,20.0,9,180.0,Tourist,Self Reward,Card,3
SAL01513,2024-11-01,11,November,Friday,0,1,Diwali,25.5,Jaganatha Pura,Sweet Shop,Éclairs,Toffee,10,10,9.0,14,126.0,Homemaker,Self Reward,Cash,4
SAL01514,2024-03-20,3,March,Wednesday,0,0,None,34.5,Vijayanagar Colony,Medical + General,Dairy Milk,Milk,40,20,32.0,5,160.0,Homemaker,Birthday,UPI,2
SAL01515,2024-08-18,8,August,Sunday,1,1,Friendship Day,30.7,Hospet Road,Sweet Shop,Munch,Wafer,5,15,4.25,18,76.5,Student,Office Treat,Card,3
SAL01516,2024-03-08,3,March,Friday,0,0,None,34.6,Jaganatha Pura,Petrol Bunk Shop,Munch,Wafer,20,10,18.0,11,198.0,Business Owner,Gifting,Cash,3
SAL01517,2024-02-27,2,February,Tuesday,0,0,None,30.9,Kuvempu Nagar,Medical + General,Temptation,Milk,80,10,72.0,11,792.0,Business Owner,Gifting,Cash,5
SAL01518,2024-12-30,12,December,Monday,0,1,Christmas,25.3,Kudligi Road,Supermarket,5 Star,Caramel,10,0,10.0,6,60.0,Student,Regular Purchase,Cash,1
SAL01519,2024-12-20,12,December,Friday,0,1,Christmas,25.1,Bellary Fort Area,Sweet Shop,Bournville,Dark,50,15,42.5,15,637.5,Student,Regular Purchase,UPI,2
SAL01520,2024-10-07,10,October,Monday,0,1,Dasara,27.3,Hospet Road,Supermarket,Milkybar,White,20,10,18.0,8,144.0,Student,Festival,Card,5
SAL01521,2024-11-28,11,November,Thursday,0,1,Diwali,26.0,Cantonment,Medical + General,Éclairs,Toffee,1,0,1.0,12,12.0,Business Owner,Festival,Card,3
SAL01522,2024-10-28,10,October,Monday,0,1,Dasara,28.3,Kuvempu Nagar,Kirana Store,Dairy Milk,Milk,10,0,10.0,8,80.0,Working Professional,Office Treat,Cash,4
SAL01523,2024-05-22,5,May,Wednesday,0,0,None,41.8,Vijayanagar Colony,Medical + General,Bournville,Dark,100,5,95.0,1,95.0,Student,Festival,UPI,5
SAL01524,2024-12-08,12,December,Sunday,1,1,Christmas,24.6,Hospet Road,Kirana Store,KitKat,Wafer,10,15,8.5,11,93.5,Business Owner,Festival,UPI,5
SAL01525,2024-01-01,1,January,Monday,0,1,Sankranti,27.2,Jaganatha Pura,Bakery,KitKat,Wafer,20,0,20.0,13,260.0,Tourist,Self Reward,Cash,4
SAL01526,2024-07-07,7,July,Sunday,1,0,None,32.1,Kudligi Road,Sweet Shop,Bournville,Dark,180,10,162.0,8,1296.0,Working Professional,Festival,Cash,4
SAL01527,2024-07-26,7,July,Friday,0,0,None,29.6,Shivaji Nagar,Sweet Shop,Dairy Milk,Milk,20,5,19.0,4,76.0,Tourist,Birthday,Cash,5
SAL01528,2024-12-04,12,December,Wednesday,0,1,Christmas,25.6,Shivaji Nagar,Kirana Store,Milkybar,White,10,5,9.5,8,76.0,Homemaker,Self Reward,Cash,4
SAL01529,2024-07-12,7,July,Friday,0,0,None,29.1,Shivaji Nagar,Supermarket,5 Star,Caramel,10,20,8.0,16,128.0,Student,Gifting,Cash,4
SAL01530,2024-04-05,4,April,Friday,0,1,Ugadi,36.5,Hospet Road,Kirana Store,Éclairs,Toffee,1,0,1.0,4,4.0,Tourist,Festival,Card,4
SAL01531,2024-03-01,3,March,Friday,0,0,None,32.8,Bellary Fort Area,Bakery,KitKat,Wafer,50,10,45.0,5,225.0,Working Professional,Birthday,UPI,5
SAL01532,2024-02-19,2,February,Monday,0,0,None,29.2,Kuvempu Nagar,Medical + General,5 Star,Caramel,20,0,20.0,7,140.0,Student,Self Reward,UPI,3
SAL01533,2024-03-24,3,March,Sunday,1,0,None,31.6,Bellary Fort Area,Bakery,Éclairs,Toffee,10,15,8.5,7,59.5,Student,Birthday,Card,3
SAL01534,2024-03-08,3,March,Friday,0,0,None,31.4,Jaganatha Pura,Bakery,Perk,Wafer,10,20,8.0,5,40.0,Business Owner,Regular Purchase,Cash,2
SAL01535,2024-10-22,10,October,Tuesday,0,1,Dasara,27.6,Navalagund Circle,Sweet Shop,Dairy Milk,Milk,10,5,9.5,10,95.0,Student,Regular Purchase,Card,5
SAL01536,2024-08-23,8,August,Friday,0,1,Friendship Day,28.7,Santhepet,Bakery,Temptation,Milk,80,0,80.0,20,1600.0,Tourist,Gifting,Cash,2
SAL01537,2024-09-23,9,September,Monday,0,1,Ganesh Chaturthi,30.6,Jaganatha Pura,Supermarket,5 Star,Caramel,40,0,40.0,6,240.0,Homemaker,Office Treat,UPI,2
SAL01538,2024-10-04,10,October,Friday,0,1,Dasara,30.7,Navalagund Circle,Kirana Store,Temptation,Milk,80,0,80.0,11,880.0,Student,Festival,Cash,4
SAL01539,2024-01-01,1,January,Monday,0,1,Sankranti,26.4,Bellary Fort Area,Kirana Store,KitKat,Wafer,20,15,17.0,7,119.0,Working Professional,Birthday,Card,3
SAL01540,2024-08-13,8,August,Tuesday,0,1,Friendship Day,28.2,Shivaji Nagar,Supermarket,Munch,Wafer,5,10,4.5,13,58.5,Student,Birthday,Card,4
SAL01541,2024-01-03,1,January,Wednesday,0,1,Sankranti,27.8,Hospet Road,Petrol Bunk Shop,KitKat,Wafer,50,15,42.5,13,552.5,Tourist,Festival,Card,3
SAL01542,2024-11-26,11,November,Tuesday,0,1,Diwali,25.6,Shivaji Nagar,Medical + General,Temptation,Milk,120,0,120.0,10,1200.0,Tourist,Self Reward,UPI,4
SAL01543,2024-05-22,5,May,Wednesday,0,0,None,41.8,Cantonment,Sweet Shop,KitKat,Wafer,50,20,40.0,9,360.0,Tourist,Gifting,Cash,2
SAL01544,2024-02-06,2,February,Tuesday,0,0,None,27.1,Navalagund Circle,Kirana Store,5 Star,Caramel,20,0,20.0,7,140.0,Tourist,Office Treat,UPI,2
SAL01545,2024-05-31,5,May,Friday,0,0,None,38.9,Vijayanagar Colony,Bakery,Temptation,Milk,120,10,108.0,8,864.0,Tourist,Gifting,Cash,4
SAL01546,2024-05-19,5,May,Sunday,1,0,None,41.9,Ballari Camp,Kirana Store,Bournville,Dark,100,0,100.0,5,500.0,Working Professional,Self Reward,Cash,4
SAL01547,2024-10-07,10,October,Monday,0,1,Dasara,28.2,Santhepet,Bakery,Munch,Wafer,10,0,10.0,7,70.0,Homemaker,Birthday,Card,2
SAL01548,2024-08-15,8,August,Thursday,0,1,Friendship Day,31.7,Vijayanagar Colony,Kirana Store,Bournville,Dark,100,0,100.0,6,600.0,Business Owner,Self Reward,UPI,3
SAL01549,2024-10-16,10,October,Wednesday,0,1,Dasara,27.7,Gandhi Nagar,Medical + General,Dairy Milk,Milk,40,15,34.0,7,238.0,Homemaker,Regular Purchase,Cash,4
SAL01550,2024-11-03,11,November,Sunday,1,1,Diwali,25.4,Kudligi Road,Kirana Store,KitKat,Wafer,10,0,10.0,8,80.0,Business Owner,Self Reward,Card,5
SAL01551,2024-12-26,12,December,Thursday,0,1,Christmas,26.8,Kuvempu Nagar,Sweet Shop,Dairy Milk,Milk,20,0,20.0,7,140.0,Working Professional,Office Treat,Card,5
SAL01552,2024-05-17,5,May,Friday,0,0,None,40.8,Cantonment,Petrol Bunk Shop,5 Star,Caramel,10,5,9.5,3,28.5,Student,Office Treat,Card,5
SAL01553,2024-10-16,10,October,Wednesday,0,1,Dasara,28.4,Gandhi Nagar,Kirana Store,5 Star,Caramel,20,0,20.0,6,120.0,Student,Regular Purchase,UPI,5
SAL01554,2024-06-26,6,June,Wednesday,0,0,None,36.9,Kuvempu Nagar,Petrol Bunk Shop,Amul Dark,Dark,99,0,99.0,4,396.0,Business Owner,Office Treat,UPI,3
SAL01555,2024-09-09,9,September,Monday,0,1,Ganesh Chaturthi,28.4,Bellary Fort Area,Petrol Bunk Shop,Munch,Wafer,5,15,4.25,8,34.0,Business Owner,Self Reward,Cash,4
SAL01556,2024-11-25,11,November,Monday,0,1,Diwali,25.1,Kudligi Road,Petrol Bunk Shop,KitKat,Wafer,10,0,10.0,12,120.0,Student,Birthday,Cash,3
SAL01557,2024-10-23,10,October,Wednesday,0,1,Dasara,27.5,Hospet Road,Bakery,5 Star,Caramel,10,0,10.0,8,80.0,Working Professional,Birthday,Cash,4
SAL01558,2024-11-16,11,November,Saturday,1,1,Diwali,27.5,Cantonment,Supermarket,Milkybar,White,40,15,34.0,18,612.0,Tourist,Gifting,Cash,4
SAL01559,2024-01-24,1,January,Wednesday,0,1,Sankranti,25.4,Cantonment,Kirana Store,Dairy Milk,Milk,80,5,76.0,6,456.0,Business Owner,Self Reward,Cash,4
SAL01560,2024-10-07,10,October,Monday,0,1,Dasara,27.2,Jaganatha Pura,Sweet Shop,Temptation,Milk,120,15,102.0,8,816.0,Homemaker,Regular Purchase,UPI,4
SAL01561,2024-04-21,4,April,Sunday,1,1,Ugadi,37.6,Shivaji Nagar,Bakery,Perk,Wafer,20,5,19.0,15,285.0,Homemaker,Gifting,UPI,4
SAL01562,2024-01-05,1,January,Friday,0,1,Sankranti,24.9,Kuvempu Nagar,Bakery,Dairy Milk,Milk,10,5,9.5,15,142.5,Business Owner,Gifting,UPI,3
SAL01563,2024-08-23,8,August,Friday,0,1,Friendship Day,30.1,Santhepet,Medical + General,Dairy Milk,Milk,20,0,20.0,5,100.0,Tourist,Office Treat,Card,5
SAL01564,2024-02-05,2,February,Monday,0,0,None,27.1,Gandhi Nagar,Medical + General,Dairy Milk,Milk,80,15,68.0,1,68.0,Student,Festival,Cash,4
SAL01565,2024-07-30,7,July,Tuesday,0,0,None,31.0,Kudligi Road,Kirana Store,5 Star,Caramel,10,0,10.0,8,80.0,Student,Birthday,UPI,4
SAL01566,2024-01-04,1,January,Thursday,0,1,Sankranti,25.1,Kuvempu Nagar,Bakery,Temptation,Milk,120,20,96.0,11,1056.0,Tourist,Self Reward,Cash,5
SAL01567,2024-02-14,2,February,Wednesday,0,0,None,27.7,Vijayanagar Colony,Medical + General,Bournville,Dark,100,20,80.0,1,80.0,Working Professional,Birthday,UPI,4
SAL01568,2024-04-01,4,April,Monday,0,1,Ugadi,38.2,Vijayanagar Colony,Supermarket,Temptation,Milk,120,5,114.0,3,342.0,Homemaker,Self Reward,UPI,5
SAL01569,2024-12-21,12,December,Saturday,1,1,Christmas,25.4,Gandhi Nagar,Sweet Shop,KitKat,Wafer,10,0,10.0,15,150.0,Homemaker,Gifting,UPI,4
SAL01570,2024-03-27,3,March,Wednesday,0,0,None,31.4,Shivaji Nagar,Petrol Bunk Shop,5 Star,Caramel,10,15,8.5,3,25.5,Homemaker,Self Reward,Cash,4
SAL01571,2024-10-16,10,October,Wednesday,0,1,Dasara,27.4,Cantonment,Kirana Store,Éclairs,Toffee,5,15,4.25,6,25.5,Working Professional,Self Reward,Cash,5
SAL01572,2024-10-18,10,October,Friday,0,1,Dasara,30.0,Vijayanagar Colony,Sweet Shop,5 Star,Caramel,40,15,34.0,10,340.0,Student,Birthday,Cash,5
SAL01573,2024-06-22,6,June,Saturday,1,0,None,36.7,Bellary Fort Area,Medical + General,Amul Dark,Dark,55,10,49.5,5,247.5,Student,Self Reward,Cash,4
SAL01574,2024-03-29,3,March,Friday,0,0,None,34.2,Hospet Road,Bakery,Perk,Wafer,5,15,4.25,4,17.0,Student,Self Reward,UPI,3
SAL01575,2024-01-28,1,January,Sunday,1,1,Sankranti,24.7,Kudligi Road,Medical + General,Perk,Wafer,20,0,20.0,8,160.0,Working Professional,Office Treat,Card,2
SAL01576,2024-05-22,5,May,Wednesday,0,0,None,39.9,Hospet Road,Petrol Bunk Shop,Munch,Wafer,20,0,20.0,2,40.0,Working Professional,Office Treat,UPI,5
SAL01577,2024-07-03,7,July,Wednesday,0,0,None,31.3,Vijayanagar Colony,Supermarket,Dairy Milk,Milk,20,0,20.0,6,120.0,Student,Gifting,UPI,3
SAL01578,2024-03-08,3,March,Friday,0,0,None,31.5,Bellary Fort Area,Sweet Shop,Milkybar,White,10,20,8.0,10,80.0,Student,Gifting,UPI,4
SAL01579,2024-08-01,8,August,Thursday,0,1,Friendship Day,29.3,Gandhi Nagar,Sweet Shop,Perk,Wafer,10,20,8.0,5,40.0,Working Professional,Regular Purchase,UPI,4
SAL01580,2024-07-01,7,July,Monday,0,0,None,30.6,Shivaji Nagar,Kirana Store,Amul Dark,Dark,55,10,49.5,1,49.5,Working Professional,Regular Purchase,Cash,4
SAL01581,2024-12-17,12,December,Tuesday,0,1,Christmas,26.9,Cantonment,Sweet Shop,Perk,Wafer,10,0,10.0,8,80.0,Tourist,Regular Purchase,Cash,3
SAL01582,2024-10-04,10,October,Friday,0,1,Dasara,30.3,Cantonment,Medical + General,Bournville,Dark,100,5,95.0,12,1140.0,Working Professional,Gifting,UPI,1
SAL01583,2024-01-29,1,January,Monday,0,1,Sankranti,25.5,Jaganatha Pura,Bakery,Bournville,Dark,100,0,100.0,9,900.0,Business Owner,Regular Purchase,Cash,4
SAL01584,2024-07-20,7,July,Saturday,1,0,None,30.4,Gandhi Nagar,Bakery,Amul Dark,Dark,99,5,94.05,5,470.25,Homemaker,Festival,UPI,4
SAL01585,2024-11-05,11,November,Tuesday,0,1,Diwali,28.1,Vijayanagar Colony,Supermarket,Amul Dark,Dark,99,0,99.0,12,1188.0,Homemaker,Regular Purchase,UPI,3
SAL01586,2024-03-27,3,March,Wednesday,0,0,None,32.5,Ballari Camp,Kirana Store,KitKat,Wafer,20,15,17.0,4,68.0,Working Professional,Festival,UPI,5
SAL01587,2024-06-24,6,June,Monday,0,0,None,36.8,Jaganatha Pura,Petrol Bunk Shop,Milkybar,White,20,10,18.0,2,36.0,Working Professional,Regular Purchase,UPI,5
SAL01588,2024-10-31,10,October,Thursday,0,1,Dasara,30.8,Shivaji Nagar,Kirana Store,Amul Dark,Dark,99,20,79.2,10,792.0,Working Professional,Office Treat,Cash,4
SAL01589,2024-10-19,10,October,Saturday,1,1,Dasara,29.7,Hospet Road,Supermarket,Munch,Wafer,20,0,20.0,21,420.0,Homemaker,Gifting,Cash,4
SAL01590,2024-04-30,4,April,Tuesday,0,1,Ugadi,35.9,Hospet Road,Supermarket,Dairy Milk,Milk,20,5,19.0,13,247.0,Student,Regular Purchase,Cash,4
SAL01591,2024-05-16,5,May,Thursday,0,0,None,39.5,Bellary Fort Area,Petrol Bunk Shop,Bournville,Dark,180,0,180.0,3,540.0,Tourist,Office Treat,UPI,4
SAL01592,2024-12-30,12,December,Monday,0,1,Christmas,26.6,Hospet Road,Petrol Bunk Shop,Milkybar,White,10,5,9.5,19,180.5,Homemaker,Gifting,UPI,5
SAL01593,2024-10-31,10,October,Thursday,0,1,Dasara,30.1,Ballari Camp,Kirana Store,Bournville,Dark,50,0,50.0,13,650.0,Homemaker,Gifting,Cash,4
SAL01594,2024-01-05,1,January,Friday,0,1,Sankranti,26.3,Shivaji Nagar,Bakery,Éclairs,Toffee,1,20,0.8,16,12.8,Homemaker,Gifting,Card,4
SAL01595,2024-07-22,7,July,Monday,0,0,None,30.2,Bellary Fort Area,Supermarket,KitKat,Wafer,10,0,10.0,5,50.0,Student,Birthday,Card,5
SAL01596,2024-10-28,10,October,Monday,0,1,Dasara,30.9,Hospet Road,Supermarket,Bournville,Dark,50,0,50.0,10,500.0,Homemaker,Regular Purchase,UPI,5
SAL01597,2024-02-29,2,February,Thursday,0,0,None,28.2,Navalagund Circle,Bakery,Munch,Wafer,20,0,20.0,7,140.0,Student,Birthday,UPI,3
SAL01598,2024-12-14,12,December,Saturday,1,1,Christmas,26.6,Gandhi Nagar,Medical + General,KitKat,Wafer,20,0,20.0,5,100.0,Tourist,Festival,Cash,4
SAL01599,2024-10-12,10,October,Saturday,1,1,Dasara,28.1,Santhepet,Supermarket,Milkybar,White,40,0,40.0,12,480.0,Homemaker,Office Treat,Card,5
SAL01600,2024-11-29,11,November,Friday,0,1,Diwali,28.6,Bellary Fort Area,Kirana Store,KitKat,Wafer,20,15,17.0,9,153.0,Working Professional,Office Treat,Cash,4
SAL01601,2024-06-23,6,June,Sunday,1,0,None,36.5,Santhepet,Supermarket,Temptation,Milk,120,5,114.0,15,1710.0,Business Owner,Gifting,UPI,3
SAL01602,2024-01-02,1,January,Tuesday,0,1,Sankranti,24.4,Gandhi Nagar,Petrol Bunk Shop,Dairy Milk,Milk,40,0,40.0,6,240.0,Working Professional,Birthday,Card,4
SAL01603,2024-12-03,12,December,Tuesday,0,1,Christmas,26.9,Gandhi Nagar,Kirana Store,5 Star,Caramel,20,0,20.0,5,100.0,Working Professional,Office Treat,Card,4
SAL01604,2024-04-09,4,April,Tuesday,0,1,Ugadi,35.5,Gandhi Nagar,Medical + General,Perk,Wafer,5,20,4.0,9,36.0,Tourist,Office Treat,UPI,4
SAL01605,2024-11-17,11,November,Sunday,1,1,Diwali,27.8,Bellary Fort Area,Supermarket,Dairy Milk,Milk,20,10,18.0,20,360.0,Student,Gifting,UPI,3
SAL01606,2024-01-14,1,January,Sunday,1,1,Sankranti,26.4,Santhepet,Medical + General,Temptation,Milk,80,0,80.0,17,1360.0,Homemaker,Gifting,UPI,3
SAL01607,2024-12-20,12,December,Friday,0,1,Christmas,26.1,Bellary Fort Area,Supermarket,Amul Dark,Dark,55,0,55.0,7,385.0,Tourist,Self Reward,Card,5
SAL01608,2024-12-19,12,December,Thursday,0,1,Christmas,25.8,Kudligi Road,Bakery,Munch,Wafer,5,0,5.0,7,35.0,Working Professional,Birthday,UPI,4
SAL01609,2024-01-26,1,January,Friday,0,1,Sankranti,26.2,Bellary Fort Area,Kirana Store,Éclairs,Toffee,1,20,0.8,11,8.8,Business Owner,Self Reward,Cash,5
SAL01610,2024-04-12,4,April,Friday,0,1,Ugadi,36.5,Cantonment,Kirana Store,Temptation,Milk,80,10,72.0,3,216.0,Working Professional,Birthday,Cash,4
SAL01611,2024-04-03,4,April,Wednesday,0,1,Ugadi,37.8,Bellary Fort Area,Petrol Bunk Shop,Bournville,Dark,180,5,171.0,11,1881.0,Homemaker,Self Reward,UPI,3
SAL01612,2024-05-14,5,May,Tuesday,0,0,None,38.5,Kudligi Road,Supermarket,5 Star,Caramel,10,15,8.5,2,17.0,Working Professional,Office Treat,Cash,5
SAL01613,2024-05-29,5,May,Wednesday,0,0,None,39.0,Santhepet,Bakery,Éclairs,Toffee,10,5,9.5,7,66.5,Tourist,Gifting,Cash,4
SAL01614,2024-11-12,11,November,Tuesday,0,1,Diwali,29.0,Navalagund Circle,Supermarket,Milkybar,White,40,20,32.0,12,384.0,Student,Birthday,UPI,2
SAL01615,2024-11-27,11,November,Wednesday,0,1,Diwali,25.5,Gandhi Nagar,Bakery,Bournville,Dark,180,0,180.0,9,1620.0,Business Owner,Festival,UPI,4
SAL01616,2024-04-27,4,April,Saturday,1,1,Ugadi,38.4,Hospet Road,Kirana Store,Éclairs,Toffee,5,5,4.75,4,19.0,Working Professional,Regular Purchase,Cash,4
SAL01617,2024-05-26,5,May,Sunday,1,0,None,40.7,Kudligi Road,Medical + General,Temptation,Milk,120,20,96.0,5,480.0,Business Owner,Regular Purchase,UPI,1
SAL01618,2024-06-12,6,June,Wednesday,0,0,None,34.0,Cantonment,Supermarket,KitKat,Wafer,20,0,20.0,2,40.0,Student,Birthday,Cash,5
SAL01619,2024-12-10,12,December,Tuesday,0,1,Christmas,24.4,Ballari Camp,Bakery,Dairy Milk,Milk,10,10,9.0,10,90.0,Tourist,Office Treat,Card,4
SAL01620,2024-09-11,9,September,Wednesday,0,1,Ganesh Chaturthi,29.4,Santhepet,Kirana Store,Temptation,Milk,80,0,80.0,8,640.0,Working Professional,Regular Purchase,Cash,2
SAL01621,2024-11-29,11,November,Friday,0,1,Diwali,27.0,Santhepet,Petrol Bunk Shop,KitKat,Wafer,10,20,8.0,8,64.0,Homemaker,Regular Purchase,UPI,5
SAL01622,2024-11-13,11,November,Wednesday,0,1,Diwali,26.6,Jaganatha Pura,Medical + General,Temptation,Milk,120,0,120.0,10,1200.0,Student,Self Reward,UPI,4
SAL01623,2024-09-04,9,September,Wednesday,0,1,Ganesh Chaturthi,28.9,Shivaji Nagar,Supermarket,5 Star,Caramel,20,15,17.0,7,119.0,Business Owner,Office Treat,Cash,5
SAL01624,2024-09-30,9,September,Monday,0,1,Ganesh Chaturthi,30.5,Kuvempu Nagar,Medical + General,Bournville,Dark,100,0,100.0,10,1000.0,Working Professional,Office Treat,Cash,4
SAL01625,2024-11-18,11,November,Monday,0,1,Diwali,28.1,Navalagund Circle,Bakery,Munch,Wafer,5,0,5.0,13,65.0,Tourist,Office Treat,UPI,2
SAL01626,2024-01-24,1,January,Wednesday,0,1,Sankranti,24.6,Shivaji Nagar,Kirana Store,Milkybar,White,10,10,9.0,9,81.0,Homemaker,Birthday,UPI,5
SAL01627,2024-05-25,5,May,Saturday,1,0,None,39.9,Vijayanagar Colony,Kirana Store,Dairy Milk,Milk,20,0,20.0,5,100.0,Business Owner,Self Reward,Cash,4
SAL01628,2024-08-10,8,August,Saturday,1,1,Friendship Day,30.0,Hospet Road,Medical + General,Temptation,Milk,120,0,120.0,15,1800.0,Homemaker,Regular Purchase,UPI,4
SAL01629,2024-01-18,1,January,Thursday,0,1,Sankranti,25.0,Navalagund Circle,Kirana Store,Dairy Milk,Milk,80,5,76.0,10,760.0,Working Professional,Festival,UPI,1
SAL01630,2024-07-16,7,July,Tuesday,0,0,None,32.9,Shivaji Nagar,Sweet Shop,Amul Dark,Dark,55,15,46.75,1,46.75,Business Owner,Birthday,Cash,4
SAL01631,2024-03-11,3,March,Monday,0,0,None,33.3,Ballari Camp,Supermarket,Milkybar,White,10,15,8.5,7,59.5,Student,Office Treat,Cash,3
SAL01632,2024-06-28,6,June,Friday,0,0,None,33.4,Jaganatha Pura,Supermarket,Temptation,Milk,120,0,120.0,3,360.0,Working Professional,Birthday,Card,4
SAL01633,2024-09-25,9,September,Wednesday,0,1,Ganesh Chaturthi,30.5,Jaganatha Pura,Medical + General,Milkybar,White,40,0,40.0,10,400.0,Business Owner,Festival,Card,5
SAL01634,2024-05-14,5,May,Tuesday,0,0,None,41.5,Hospet Road,Petrol Bunk Shop,Munch,Wafer,10,5,9.5,1,9.5,Homemaker,Regular Purchase,Cash,5
SAL01635,2024-10-28,10,October,Monday,0,1,Dasara,28.0,Shivaji Nagar,Supermarket,Perk,Wafer,10,5,9.5,7,66.5,Tourist,Birthday,Card,1
SAL01636,2024-12-12,12,December,Thursday,0,1,Christmas,26.3,Vijayanagar Colony,Medical + General,5 Star,Caramel,10,0,10.0,11,110.0,Working Professional,Regular Purchase,Cash,4
SAL01637,2024-04-21,4,April,Sunday,1,1,Ugadi,39.0,Kuvempu Nagar,Medical + General,Éclairs,Toffee,10,20,8.0,3,24.0,Homemaker,Regular Purchase,Cash,4
SAL01638,2024-02-01,2,February,Thursday,0,0,None,29.8,Cantonment,Sweet Shop,Dairy Milk,Milk,80,0,80.0,6,480.0,Homemaker,Festival,Card,4
SAL01639,2024-07-30,7,July,Tuesday,0,0,None,30.5,Bellary Fort Area,Medical + General,5 Star,Caramel,10,0,10.0,7,70.0,Student,Gifting,Cash,4
SAL01640,2024-06-04,6,June,Tuesday,0,0,None,34.5,Cantonment,Supermarket,Amul Dark,Dark,55,15,46.75,1,46.75,Tourist,Regular Purchase,Card,2
SAL01641,2024-02-28,2,February,Wednesday,0,0,None,27.8,Bellary Fort Area,Bakery,Bournville,Dark,100,0,100.0,7,700.0,Tourist,Office Treat,Card,4
SAL01642,2024-11-17,11,November,Sunday,1,1,Diwali,27.7,Bellary Fort Area,Kirana Store,Éclairs,Toffee,5,15,4.25,12,51.0,Student,Self Reward,Card,4
SAL01643,2024-04-06,4,April,Saturday,1,1,Ugadi,36.0,Navalagund Circle,Sweet Shop,Bournville,Dark,50,0,50.0,10,500.0,Student,Regular Purchase,UPI,3
SAL01644,2024-04-03,4,April,Wednesday,0,1,Ugadi,35.8,Ballari Camp,Supermarket,5 Star,Caramel,10,0,10.0,15,150.0,Working Professional,Gifting,UPI,3
SAL01645,2024-02-25,2,February,Sunday,1,0,None,27.1,Kudligi Road,Petrol Bunk Shop,Temptation,Milk,120,0,120.0,6,720.0,Tourist,Office Treat,Cash,5
SAL01646,2024-11-29,11,November,Friday,0,1,Diwali,26.3,Vijayanagar Colony,Supermarket,Amul Dark,Dark,99,15,84.15,3,252.45,Business Owner,Self Reward,UPI,4
SAL01647,2024-05-26,5,May,Sunday,1,0,None,38.3,Hospet Road,Supermarket,Dairy Milk,Milk,40,10,36.0,1,36.0,Working Professional,Festival,Card,5
SAL01648,2024-03-24,3,March,Sunday,1,0,None,31.6,Jaganatha Pura,Medical + General,Perk,Wafer,10,15,8.5,5,42.5,Business Owner,Festival,UPI,3
SAL01649,2024-03-09,3,March,Saturday,1,0,None,33.1,Santhepet,Medical + General,Munch,Wafer,5,10,4.5,6,27.0,Working Professional,Regular Purchase,Cash,3
SAL01650,2024-01-06,1,January,Saturday,1,1,Sankranti,24.9,Kudligi Road,Supermarket,Perk,Wafer,10,15,8.5,10,85.0,Business Owner,Birthday,UPI,5
SAL01651,2024-07-05,7,July,Friday,0,0,None,32.7,Gandhi Nagar,Sweet Shop,Bournville,Dark,50,20,40.0,6,240.0,Business Owner,Self Reward,Card,3
SAL01652,2024-01-30,1,January,Tuesday,0,1,Sankranti,24.7,Kuvempu Nagar,Bakery,Munch,Wafer,5,0,5.0,20,100.0,Student,Gifting,UPI,1
SAL01653,2024-05-18,5,May,Saturday,1,0,None,40.9,Santhepet,Kirana Store,5 Star,Caramel,40,0,40.0,1,40.0,Homemaker,Birthday,UPI,4
SAL01654,2024-03-24,3,March,Sunday,1,0,None,33.6,Santhepet,Bakery,Dairy Milk,Milk,40,15,34.0,8,272.0,Student,Birthday,Cash,5
SAL01655,2024-08-31,8,August,Saturday,1,1,Friendship Day,30.6,Vijayanagar Colony,Sweet Shop,Milkybar,White,20,0,20.0,16,320.0,Business Owner,Regular Purchase,Cash,4
SAL01656,2024-11-23,11,November,Saturday,1,1,Diwali,27.2,Jaganatha Pura,Sweet Shop,5 Star,Caramel,40,0,40.0,8,320.0,Business Owner,Office Treat,UPI,3
SAL01657,2024-01-21,1,January,Sunday,1,1,Sankranti,27.2,Shivaji Nagar,Petrol Bunk Shop,Milkybar,White,20,0,20.0,12,240.0,Business Owner,Self Reward,UPI,3
